text,subject
Buddha attained enlightenment in Bodh Gaya. (Ref: 135),History
What is a compound-complex sentence? (Ref: 669),English
Discuss the contributions of the Gupta Empire. (Ref: 920),History
Define a rational number. (Ref: 1403),Maths
Let’s catch up after the class ends. (Ref: 2360),English
Define the principle of buoyancy. (Ref: 1637),Science
The sun is a natural source of light. (Ref: 960),Science
He's been learning French recently. (Ref: 1658),English
What is the law of conservation of mass? (Ref: 809),Science
Describe the impact of Akbar’s rule in India. (Ref: 1839),History
What is the area of a triangle with base 5cm and height 4cm? (Ref: 661),Maths
Let’s catch up after the class ends. (Ref: 2170),English
The Maratha empire resisted the Mughals. (Ref: 626),History
How did Shivaji Maharaj defend his forts? (Ref: 500),History
Describe the water cycle. (Ref: 1727),Science
What is the correct punctuation for this dialogue? (Ref: 2442),English
Buddha attained enlightenment in Bodh Gaya. (Ref: 2187),History
Explain the rule of Rajaraja Chola. (Ref: 1904),History
How did Shivaji Maharaj defend his forts? (Ref: 517),History
Explain Mendel’s law of inheritance. (Ref: 52),Science
He's been learning French recently. (Ref: 705),English
What is the probability of rolling a 3 on a die? (Ref: 518),Maths
I usually take the bus to school. (Ref: 347),English
What is the difference between mass and weight? (Ref: 1665),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 1593),History
It's going to rain later today. (Ref: 1304),English
Describe the achievements of Chandragupta Maurya. (Ref: 427),History
The Maratha empire resisted the Mughals. (Ref: 2131),History
I'm planning to visit the library today. (Ref: 968),English
Describe how vaccines work. (Ref: 942),Science
Explain the administration under Ashoka. (Ref: 1562),History
Identify the verb in this sentence. (Ref: 2216),English
Ancient Indian temples show architectural brilliance. (Ref: 56),History
State the Pythagorean theorem. (Ref: 480),Maths
Plastic takes centuries to decompose. (Ref: 736),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 2468),History
What is the pH scale used for? (Ref: 681),Science
He's been learning French recently. (Ref: 1263),English
I usually take the bus to school. (Ref: 2260),English
Washing hands prevents disease spread. (Ref: 930),Science
Trees produce oxygen through photosynthesis. (Ref: 605),Science
Let’s catch up after the class ends. (Ref: 427),English
Describe how vaccines work. (Ref: 73),Science
The Indus Valley had planned drainage systems. (Ref: 2183),History
State Newton’s second law of motion. (Ref: 201),Science
The Mauryas unified large parts of India. (Ref: 470),History
Explain the rule of Rajaraja Chola. (Ref: 2260),History
I'm planning to visit the library today. (Ref: 739),English
How do you use the present perfect tense? (Ref: 1770),English
We shared the pizza equally among 4 people. (Ref: 907),Maths
Define a rational number. (Ref: 771),Maths
Describe the water cycle. (Ref: 626),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 485),History
The train takes 3 hours to reach Delhi. (Ref: 477),Maths
We shared the pizza equally among 4 people. (Ref: 2272),Maths
The Maratha empire resisted the Mughals. (Ref: 115),History
Describe the impact of Akbar’s rule in India. (Ref: 1645),History
Explain the distributive property. (Ref: 1823),Maths
Rewrite the sentence in passive voice. (Ref: 361),English
He's been learning French recently. (Ref: 2228),English
How do you use the present perfect tense? (Ref: 1765),English
Salt dissolves faster in hot water. (Ref: 1105),Science
Magnets can attract some metals. (Ref: 1478),Science
Choose the correct article for this noun. (Ref: 1175),English
He saved ₹200 from his monthly allowance. (Ref: 2416),Maths
Explain Ohm's law with an example. (Ref: 1006),Science
Explain the rule of Rajaraja Chola. (Ref: 1346),History
We shared the pizza equally among 4 people. (Ref: 716),Maths
What is the quadratic formula? (Ref: 1316),Maths
What is the structure of an atom? (Ref: 1001),Science
Plastic takes centuries to decompose. (Ref: 387),Science
What is the function of an adverb in a sentence? (Ref: 682),English
Choose the correct article for this noun. (Ref: 27),English
The Red Fort was built by Shah Jahan. (Ref: 755),History
What was the significance of the Battle of Panipat? (Ref: 2296),History
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1449),Maths
The Red Fort was built by Shah Jahan. (Ref: 779),History
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1091),Maths
Convert this direct speech to reported speech. (Ref: 1101),English
Describe the impact of Akbar’s rule in India. (Ref: 1119),History
State Newton’s second law of motion. (Ref: 1393),Science
I counted 12 birds on the tree. (Ref: 1024),Maths
Trees produce oxygen through photosynthesis. (Ref: 1621),Science
Tipu Sultan fought bravely against the British. (Ref: 814),History
The train takes 3 hours to reach Delhi. (Ref: 1178),Maths
I counted 12 birds on the tree. (Ref: 2115),Maths
Plastic takes centuries to decompose. (Ref: 109),Science
He ran 5 km in the morning. (Ref: 717),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 1798),History
Boiling water kills most bacteria. (Ref: 912),Science
What is the law of conservation of mass? (Ref: 42),Science
How do you use the present perfect tense? (Ref: 2464),English
Let’s catch up after the class ends. (Ref: 1477),English
Describe the conquests of Samudragupta. (Ref: 1001),History
I'm planning to visit the library today. (Ref: 908),English
Solve: 3x - 4 = 11 (Ref: 1893),Maths
Describe the achievements of Chandragupta Maurya. (Ref: 871),History
She scored 85 out of 100 in maths. (Ref: 1045),Maths
The Qutub Minar is in Delhi. (Ref: 1085),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1777),History
Convert this direct speech to reported speech. (Ref: 672),English
The train takes 3 hours to reach Delhi. (Ref: 2484),Maths
Who were the main warriors in the First Battle of Tarain? (Ref: 628),History
Explain Mendel’s law of inheritance. (Ref: 1689),Science
They travelled 250 km in 5 hours. (Ref: 245),Maths
Correct the grammatical error in this statement. (Ref: 314),English
She bought 3 apples for ₹15 each. (Ref: 2262),Maths
Identify the verb in this sentence. (Ref: 2466),English
Ancient Indian temples show architectural brilliance. (Ref: 232),History
Convert this direct speech to reported speech. (Ref: 273),English
What is the structure of an atom? (Ref: 1275),Science
I usually take the bus to school. (Ref: 1835),English
Calculate the volume of a cube with side 3cm. (Ref: 1021),Maths
He saved ₹200 from his monthly allowance. (Ref: 1935),Maths
What is a compound-complex sentence? (Ref: 1681),English
What is the difference between mass and weight? (Ref: 1961),Science
Trees produce oxygen through photosynthesis. (Ref: 2225),Science
The cake was divided into 8 equal parts. (Ref: 645),Maths
Salt dissolves faster in hot water. (Ref: 1180),Science
What is the function of an adverb in a sentence? (Ref: 1680),English
She loves drinking coffee in the morning. (Ref: 1887),English
Fruits contain natural sugars and vitamins. (Ref: 221),Science
Where did you go during the weekend? (Ref: 63),English
Describe the achievements of Chandragupta Maurya. (Ref: 1489),History
What is the function of an adverb in a sentence? (Ref: 1777),English
Magnets can attract some metals. (Ref: 2499),Science
He saved ₹200 from his monthly allowance. (Ref: 2157),Maths
What is the difference between mass and weight? (Ref: 1593),Science
How did Shivaji Maharaj defend his forts? (Ref: 341),History
The cake was divided into 8 equal parts. (Ref: 488),Maths
What is a compound-complex sentence? (Ref: 2273),English
What is the pH scale used for? (Ref: 65),Science
What is the law of conservation of mass? (Ref: 575),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1528),History
What is the quadratic formula? (Ref: 405),Maths
Rewrite the sentence in passive voice. (Ref: 352),English
The Indus Valley had planned drainage systems. (Ref: 2029),History
What is a compound-complex sentence? (Ref: 816),English
He's been learning French recently. (Ref: 195),English
The Qutub Minar is in Delhi. (Ref: 1182),History
Buddha attained enlightenment in Bodh Gaya. (Ref: 166),History
Calculate the volume of a cube with side 3cm. (Ref: 252),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1061),History
Who were the main warriors in the First Battle of Tarain? (Ref: 2267),History
What is the law of conservation of mass? (Ref: 956),Science
What is the area of a triangle with base 5cm and height 4cm? (Ref: 78),Maths
Do you want to join us for lunch? (Ref: 1061),English
I enjoy reading novels before bed. (Ref: 1532),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 939),History
We shared the pizza equally among 4 people. (Ref: 1550),Maths
The Red Fort was built by Shah Jahan. (Ref: 632),History
She scored 85 out of 100 in maths. (Ref: 1955),Maths
Describe the conquests of Samudragupta. (Ref: 1166),History
Boiling water kills most bacteria. (Ref: 1912),Science
The sun is a natural source of light. (Ref: 205),Science
Choose the correct article for this noun. (Ref: 1775),English
Calculate the volume of a cube with side 3cm. (Ref: 610),Maths
Ancient Indian temples show architectural brilliance. (Ref: 1808),History
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1912),History
He's been learning French recently. (Ref: 1587),English
Explain the administration under Ashoka. (Ref: 1028),History
What is a compound-complex sentence? (Ref: 348),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 289),Maths
Identify the verb in this sentence. (Ref: 1084),English
Define a rational number. (Ref: 1840),Maths
The Red Fort was built by Shah Jahan. (Ref: 88),History
Explain the distributive property. (Ref: 171),Maths
It's going to rain later today. (Ref: 1103),English
The Qutub Minar is in Delhi. (Ref: 47),History
Discuss the contributions of the Gupta Empire. (Ref: 1591),History
What is the difference between mass and weight? (Ref: 1091),Science
Choose the correct article for this noun. (Ref: 1203),English
Rewrite the sentence in passive voice. (Ref: 2321),English
What is the quadratic formula? (Ref: 580),Maths
She bought 3 apples for ₹15 each. (Ref: 1431),Maths
Where did you go during the weekend? (Ref: 3),English
How do you use the present perfect tense? (Ref: 2230),English
What is the correct punctuation for this dialogue? (Ref: 2306),English
Convert this direct speech to reported speech. (Ref: 1296),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 533),Maths
He's been learning French recently. (Ref: 169),English
State Newton’s second law of motion. (Ref: 560),Science
I usually take the bus to school. (Ref: 116),English
Correct the grammatical error in this statement. (Ref: 220),English
She bought 3 apples for ₹15 each. (Ref: 342),Maths
Wearing a helmet reduces head injury risk. (Ref: 2447),Science
Do you want to join us for lunch? (Ref: 2282),English
Describe the water cycle. (Ref: 1532),Science
Let’s catch up after the class ends. (Ref: 127),English
The cake was divided into 8 equal parts. (Ref: 569),Maths
Correct the grammatical error in this statement. (Ref: 2189),English
The Red Fort was built by Shah Jahan. (Ref: 1136),History
Washing hands prevents disease spread. (Ref: 1435),Science
State the Pythagorean theorem. (Ref: 419),Maths
She bought 3 apples for ₹15 each. (Ref: 2378),Maths
What is the probability of rolling a 3 on a die? (Ref: 2094),Maths
What is the probability of rolling a 3 on a die? (Ref: 2449),Maths
What is the quadratic formula? (Ref: 2119),Maths
What is the law of conservation of mass? (Ref: 831),Science
Let’s catch up after the class ends. (Ref: 877),English
They travelled 250 km in 5 hours. (Ref: 841),Maths
How did Shivaji Maharaj defend his forts? (Ref: 1244),History
Trees produce oxygen through photosynthesis. (Ref: 2152),Science
Identify the verb in this sentence. (Ref: 1979),English
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1406),History
I enjoy reading novels before bed. (Ref: 1737),English
Boiling water kills most bacteria. (Ref: 1905),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1761),History
Explain Mendel’s law of inheritance. (Ref: 1904),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1647),Maths
Convert this direct speech to reported speech. (Ref: 575),English
How do you use the present perfect tense? (Ref: 1721),English
Define a rational number. (Ref: 752),Maths
What is a compound-complex sentence? (Ref: 1912),English
Convert this direct speech to reported speech. (Ref: 1486),English
What is the probability of rolling a 3 on a die? (Ref: 129),Maths
The Qutub Minar is in Delhi. (Ref: 377),History
Explain the rule of Rajaraja Chola. (Ref: 2011),History
Convert 0.75 into a fraction. (Ref: 2360),Maths
